,HAGRID,Kingdom,Phylum,Class,Order,Family,Genus,Species,Common name,Female maturity (days),Male maturity (days),Gestation/Incubation (days),Weaning (days),Litter/Clutch size,Litters/Clutches per year,Inter-litter/Interbirth interval,Birth weight (g),Weaning weight (g),Adult weight (g),Growth rate (1/days),Maximum longevity (yrs),Specimen origin,Sample size,Data quality,IMR (per yr),MRDT (yrs),Metabolic rate (W),Body mass (g),Temperature (K)
3283,3302,Animalia,Chordata,Reptilia,Testudines,Chelidae,Chelodina,longicollis,Common snake-necked turtle,,,,,,,,,,,,37.0,wild,medium,acceptable,,,,,
3284,3303,Animalia,Chordata,Reptilia,Testudines,Chelidae,Chelodina,oblonga,Oblong snakeneck turtle,,,,,,,,,,,,,unknown,tiny,low,,,,,
3285,3304,Animalia,Chordata,Reptilia,Testudines,Chelidae,Chelus,fimbriatus,Mata mata,,,,,,,,,,,,35.8,captivity,small,acceptable,,,,,
3286,3305,Animalia,Chordata,Reptilia,Testudines,Chelidae,Elseya,dentata,Northern Australian snapping turtle,,,,,,,,,,,,21.8,captivity,small,acceptable,,,,,
3287,3306,Animalia,Chordata,Reptilia,Testudines,Chelidae,Emydura,krefftii,Krefft's river turtle,,,,,,,,,,,,15.8,captivity,medium,acceptable,,,,,
3288,3307,Animalia,Chordata,Reptilia,Testudines,Chelidae,Emydura,macquarii,Macquarie turtle,,,,,,,,,,,,20.9,captivity,medium,acceptable,,,,,
3289,3308,Animalia,Chordata,Reptilia,Testudines,Chelidae,Mesoclemmys,dahli,Dahl's toad-headed turtle,,,,,,,,,,,,27.4,captivity,small,acceptable,,,,,
3290,3309,Animalia,Chordata,Reptilia,Testudines,Chelidae,Myuchelys,latisternum,Serrated snapping turtle,,,,,,,,,,,,26.5,captivity,small,acceptable,,,,,
3291,3310,Animalia,Chordata,Reptilia,Testudines,Chelidae,Phrynops,geoffroanus,Geoffrey's sideneck turtle,,,,,,,,,,,,37.5,captivity,medium,acceptable,,,,,
3292,3311,Animalia,Chordata,Reptilia,Testudines,Chelidae,Phrynops,hilarii,Hilaire's side-necked turtle,,,,,,,,,,,,37.4,captivity,medium,acceptable,,,,,
3293,3312,Animalia,Chordata,Reptilia,Testudines,Chelidae,Platemys,platycephala,Twistneck turtle,,,,,,,,,,,,20.0,captivity,tiny,acceptable,,,,,
3294,3313,Animalia,Chordata,Reptilia,Testudines,Cheloniidae,Caretta,caretta,Loggerhead sea turtle,3650.0,3650.0,60.0,,115.0,,,,,156500.0,,37.0,unknown,medium,acceptable,,,,,
3295,3314,Animalia,Chordata,Reptilia,Testudines,Cheloniidae,Chelonia,mydas,Green sea turtle,3650.0,3650.0,59.0,,150.0,,,,,160000.0,,75.0,unknown,medium,acceptable,,,,,
3296,3315,Animalia,Chordata,Reptilia,Testudines,Cheloniidae,Eretmochelys,imbricata,Hawksbill,1277.0,1277.0,,,,,,,,,,,unknown,small,low,,,,,
3297,3316,Animalia,Chordata,Reptilia,Testudines,Cheloniidae,Lepidochelys,kempii,Atlantic ridley,2190.0,2190.0,60.0,,110.0,,,,,40500.0,,,unknown,small,low,,,,,
3298,3317,Animalia,Chordata,Reptilia,Testudines,Chelydridae,Chelydra,serpentina,Common snapping turtle,3285.0,2646.0,,,,,,,,10250.0,,47.0,wild,medium,acceptable,,,,,
3299,3318,Animalia,Chordata,Reptilia,Testudines,Chelydridae,Macrochelys,temminckii,Alligator snapping turtle,4015.0,4015.0,120.0,,30.0,,,,,58500.0,,70.3,captivity,small,acceptable,,,,,
3300,3319,Animalia,Chordata,Reptilia,Testudines,Dermatemydidae,Dermatemys,mawii,Central american river turtle,,,,,,,,,,,,11.3,captivity,small,acceptable,,,,,
3301,3320,Animalia,Chordata,Reptilia,Testudines,Dermochelyidae,Dermochelys,coriacea,Leatherback sea turtle,,,60.0,,105.0,,,,,420000.0,,30.0,unknown,medium,acceptable,,,,,
3302,3321,Animalia,Chordata,Reptilia,Testudines,Emydidae,Actinemys,marmorata,Southwestern pond turtle,,,,,,,,,,,,27.3,captivity,small,acceptable,,,,,
3303,3322,Animalia,Chordata,Reptilia,Testudines,Emydidae,Chrysemys,picta,Painted turtle,2750.0,1642.0,,,,,,,,371.8,,61.0,wild,medium,acceptable,,,0.0236,400.0,289.5
3304,3323,Animalia,Chordata,Reptilia,Testudines,Emydidae,Clemmys,guttata,Spotted turtle,2920.0,2920.0,77.0,,3.0,,,,,,,30.0,wild,medium,acceptable,,,,,
3305,3324,Animalia,Chordata,Reptilia,Testudines,Emydidae,Deirochelys,reticularia,Chicken turtle,1825.0,912.0,,,,,,,,,,24.0,wild,medium,acceptable,,,,,
3306,3325,Animalia,Chordata,Reptilia,Testudines,Emydidae,Emydoidea,blandingii,Blanding's turtle,6500.0,4380.0,,,8.0,,,,,,,77.0,wild,medium,acceptable,,999.0,,,
3307,3326,Animalia,Chordata,Reptilia,Testudines,Emydidae,Emys,orbicularis,European pond turtle,,,,,,,,,,,,120.0,captivity,medium,acceptable,,,,,
3308,3327,Animalia,Chordata,Reptilia,Testudines,Emydidae,Glyptemys,insculpta,Wood turtle,5840.0,5840.0,,,,,,,,,,60.0,captivity,small,acceptable,,,,,
3309,3328,Animalia,Chordata,Reptilia,Testudines,Emydidae,Glyptemys,muhlenbergii,Bog turtle,2900.0,2900.0,90.0,,3.0,,,,,,,40.0,unknown,medium,acceptable,,,,,
3310,3329,Animalia,Chordata,Reptilia,Testudines,Emydidae,Graptemys,barbouri,Barbour's map turtle,,,,,,,,,,,,31.7,captivity,medium,acceptable,,,,,
3311,3330,Animalia,Chordata,Reptilia,Testudines,Emydidae,Graptemys,caglei,Cagle's map turtle,,,,,,,,,,,,14.5,captivity,small,acceptable,,,,,
3312,3331,Animalia,Chordata,Reptilia,Testudines,Emydidae,Graptemys,geographica,Common map turtle,5110.0,,,,,,,,,,,,unknown,small,low,,,,,
3313,3332,Animalia,Chordata,Reptilia,Testudines,Emydidae,Graptemys,nigrinoda,Black-knobbed map turtle,,,,,,,,,,,,20.3,captivity,small,acceptable,,,,,
3314,3333,Animalia,Chordata,Reptilia,Testudines,Emydidae,Graptemys,oculifera,Ringed map turtle,,,,,,,,,,,,20.3,captivity,medium,acceptable,,,,,
3315,3334,Animalia,Chordata,Reptilia,Testudines,Emydidae,Graptemys,pseudogeographica,Mississippi map turtle,,,,,,,,,,,,35.4,captivity,medium,acceptable,,,,,
3316,3335,Animalia,Chordata,Reptilia,Testudines,Emydidae,Graptemys,pulchra,Alabama map turtle,,,,,,,,,,,,15.7,captivity,small,acceptable,,,,,
3317,3336,Animalia,Chordata,Reptilia,Testudines,Emydidae,Malaclemys,terrapin,Diamondback terrapin,2190.0,910.0,84.0,,9.0,,,,,720.0,,,unknown,medium,low,,,0.140702,720.0,297.15
3318,3337,Animalia,Chordata,Reptilia,Testudines,Emydidae,Pseudemys,concinna,River cooter,2190.0,1277.0,,,,,,,,,,44.0,captivity,medium,acceptable,,,,,
3319,3338,Animalia,Chordata,Reptilia,Testudines,Emydidae,Pseudemys,nelsoni,Florida red-bellied turtle,,,,,,,,,,,,26.1,captivity,medium,acceptable,,,,,
3320,3339,Animalia,Chordata,Reptilia,Testudines,Emydidae,Pseudemys,rubriventris,Northern red-bellied cooter,,3285.0,,,,,,,,,,,unknown,small,low,,,,,
3321,3340,Animalia,Chordata,Reptilia,Testudines,Emydidae,Terrapene,carolina,Eastern box turtle,2190.0,2190.0,,,,,,,,,,138.0,wild,medium,acceptable,,999.0,,,
3322,3341,Animalia,Chordata,Reptilia,Testudines,Emydidae,Terrapene,coahuila,Coahuilan box turtle,,,,,,,,,,,,18.8,captivity,medium,acceptable,,,,,
3323,3342,Animalia,Chordata,Reptilia,Testudines,Emydidae,Terrapene,nelsoni,Spotted box turtle,,,,,,,,,,,,24.9,captivity,tiny,acceptable,,,,,
3324,3343,Animalia,Chordata,Reptilia,Testudines,Emydidae,Terrapene,ornata,Ornate box turtle,2920.0,2920.0,63.0,,5.0,,,,,,,28.4,captivity,medium,acceptable,,,,,
3325,3344,Animalia,Chordata,Reptilia,Testudines,Emydidae,Trachemys,decorata,Hispaniolan slider,,,,,,,,,,,,,unknown,small,low,,,,,
3326,3345,Animalia,Chordata,Reptilia,Testudines,Emydidae,Trachemys,scripta,Common slider,2920.0,1460.0,75.0,,13.0,,,,,240.0,,41.3,captivity,large,acceptable,,,0.1157,240.0,297.0
3327,3346,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Batagur,baska,Indian batagur terrapin,,,,,,,,,,,,21.7,captivity,medium,acceptable,,,,,
3328,3347,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Cuora,amboinensis,Southeast Asian box turtle,,,,,,,,,,,,38.2,captivity,medium,acceptable,,,,,
3329,3348,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Cuora,flavomarginata,Yellow-margined box turtle,,,,,,,,,,,,19.1,captivity,medium,acceptable,,,,,
3330,3349,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Cuora,trifasciata,Chinese three-striped box turtle,,,,,,,,,,,,31.8,captivity,medium,acceptable,,,,,
3331,3350,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Cyclemys,dentata,Asian leaf turtle,,,,,,,,,,,,14.7,captivity,medium,acceptable,,,,,
3332,3351,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Geoclemys,hamiltonii,Indian black pond turtle,,,,,,,,,,,,19.2,captivity,medium,acceptable,,,,,
3333,3352,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Hardella,thurjii,Crowned river turtle,,,,,,,,,,,,18.0,captivity,tiny,acceptable,,,,,
3334,3353,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Heosemys,annandalii,Yellow-headed temple turtle,,,,,,,,,,,,9.3,captivity,medium,acceptable,,,,,
3335,3354,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Heosemys,grandis,Giant asian pond turtle,,,,,,,,,,,,29.6,captivity,medium,acceptable,,,,,
3336,3355,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Heosemys,spinosa,Spiny turtle,,,,,,,,,,,,22.9,captivity,medium,acceptable,,,,,
3337,3356,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Malayemys,subtrijuga,Malayan snail-eating turtle,,,,,,,,,,,,14.2,captivity,small,acceptable,,,,,
3338,3357,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Mauremys,annamensis,Annam leaf turtle,,,,,,,,,,,,23.9,captivity,medium,acceptable,,,,,
3339,3358,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Mauremys,caspica,Caspian turtle,,,,,,,,,,,,17.6,captivity,small,acceptable,,,,,
3340,3359,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Mauremys,japonica,Japanese pond turtle,,,,,,,,,,,,16.2,captivity,small,acceptable,,,,,
3341,3360,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Mauremys,leprosa,Spanish pond turtle,,,,,,,,,,,,24.5,captivity,small,acceptable,,,,,
3342,3361,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Mauremys,mutica,Yellow pond turtle,,,,,,,,,,,,22.1,captivity,medium,acceptable,,,,,
3343,3362,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Mauremys,nigricans,Red-necked pond turtle,,,,,,,,,,,,18.0,captivity,small,acceptable,,,,,
3344,3363,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Mauremys,reevesii,Reeves' turtle,,,,,,,,,,,,24.2,captivity,medium,acceptable,,,,,
3345,3364,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Mauremys,sinensis,Chinese stripe-necked turtle,,,,,,,,,,,,22.8,captivity,medium,acceptable,,,,,
3346,3365,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Melanochelys,trijuga,Indian black turtle,,,,,,,,,,,,40.0,captivity,medium,acceptable,,,,,
3347,3366,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Notochelys,platynota,Malayan flat-shelled turtle,,,,,,,,,,,,18.8,captivity,tiny,acceptable,,,,,
3348,3367,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Pangshura,smithii,Brown roofed turtle,,,,,,,,,,,,13.8,captivity,small,acceptable,,,,,
3349,3368,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Pangshura,tecta,Indian roofed turtle,,,,,,,,,,,,11.0,captivity,small,acceptable,,,,,
3350,3369,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Rhinoclemmys,areolata,Furrowed wood turtle,,,,,,,,,,,,19.3,captivity,small,acceptable,,,,,
3351,3370,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Rhinoclemmys,pulcherrima,Painted wood turtle,,,,,,,,,,,,20.4,captivity,medium,acceptable,,,,,
3352,3371,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Rhinoclemmys,rubida,Mexican spotted wood turtle,,,,,,,,,,,,11.8,captivity,small,acceptable,,,,,
3353,3372,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Sacalia,bealei,Beal's eyed turtle,,,,,,,,,,,,27.3,captivity,small,acceptable,,,,,
3354,3373,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Siebenrockiella,crassicollis,Thick-necked turtle,,,,,,,,,,,,16.7,captivity,medium,acceptable,,,,,
3355,3374,Animalia,Chordata,Reptilia,Testudines,Kinosternidae,Claudius,angustatus,Narrow-bridged musk turtle,,,,,,,,,,,,16.1,captivity,small,acceptable,,,,,
3356,3375,Animalia,Chordata,Reptilia,Testudines,Kinosternidae,Kinosternon,baurii,Striped mud turtle,870.0,690.0,,,,,,,,,,49.6,captivity,small,acceptable,,,,,
3357,3376,Animalia,Chordata,Reptilia,Testudines,Kinosternidae,Kinosternon,herrerai,Herrera's mud turtle,,,,,,,,,,,,19.5,captivity,small,acceptable,,,,,
3358,3377,Animalia,Chordata,Reptilia,Testudines,Kinosternidae,Kinosternon,integrum,Mexican mud turtle,,,,,,,,,,,,18.5,captivity,tiny,acceptable,,,,,
3359,3378,Animalia,Chordata,Reptilia,Testudines,Kinosternidae,Kinosternon,leucostomum,White-lipped mud turtle,,,,,,,,,,,,19.2,captivity,medium,acceptable,,,,,
3360,3379,Animalia,Chordata,Reptilia,Testudines,Kinosternidae,Kinosternon,scorpioides,Scorpion mud turtle,,,,,,,,,,,,44.7,captivity,medium,acceptable,,,,,
3361,3380,Animalia,Chordata,Reptilia,Testudines,Kinosternidae,Kinosternon,sonoriense,Sonoran mud turtle,,,,,,,,,,,,36.5,captivity,small,acceptable,,,,,
3362,3381,Animalia,Chordata,Reptilia,Testudines,Kinosternidae,Kinosternon,subrubrum,Common mud turtle,1825.0,1460.0,76.0,,4.0,,,,,,,40.0,wild,medium,acceptable,,,,,
3363,3382,Animalia,Chordata,Reptilia,Testudines,Kinosternidae,Staurotypus,salvinii,Pacific Coast giant musk turtle,,,,,,,,,,,,26.3,captivity,small,acceptable,,,,,
3364,3383,Animalia,Chordata,Reptilia,Testudines,Kinosternidae,Staurotypus,triporcatus,Mexican giant musk turtle,,,,,,,,,,,,33.5,captivity,small,acceptable,,,,,
3365,3384,Animalia,Chordata,Reptilia,Testudines,Kinosternidae,Sternotherus,carinatus,Keel-backed musk turtle,,,,,,,,,,,,29.3,captivity,small,acceptable,,,,,
3366,3385,Animalia,Chordata,Reptilia,Testudines,Kinosternidae,Sternotherus,minor,Loggerhead musk turtle,2920.0,1460.0,,,,,,,,,,23.9,captivity,tiny,acceptable,,,,,
3367,3386,Animalia,Chordata,Reptilia,Testudines,Kinosternidae,Sternotherus,odoratus,Stinkpot,1277.0,1277.0,,,,,,,,,,54.8,captivity,tiny,acceptable,,,,,
3368,3387,Animalia,Chordata,Reptilia,Testudines,Pelomedusidae,Pelomedusa,subrufa,Helmeted turtle,,,,,,,,,,,,20.1,captivity,medium,acceptable,,,,,
3369,3388,Animalia,Chordata,Reptilia,Testudines,Pelomedusidae,Pelusios,castaneus,West African mud turtle,,,,,,,,,,,,41.0,wild,medium,acceptable,,,,,
3370,3389,Animalia,Chordata,Reptilia,Testudines,Pelomedusidae,Pelusios,subniger,East African black mud turtle,,,,,,,,,,,,47.0,captivity,medium,acceptable,,,,,
3371,3390,Animalia,Chordata,Reptilia,Testudines,Platysternidae,Platysternon,megacephalum,Big-headed turtle,,,,,,,,,,,,27.0,captivity,medium,acceptable,,,,,
3372,3391,Animalia,Chordata,Reptilia,Testudines,Podocnemididae,Podocnemis,erythrocephala,Red-headed Amazon side-neck turtle,,,,,,,,,,,,18.0,captivity,medium,acceptable,,,,,
3373,3392,Animalia,Chordata,Reptilia,Testudines,Podocnemididae,Podocnemis,expansa,South American river turtle,,,,,,,,,,,,25.3,captivity,medium,acceptable,,,,,
3374,3393,Animalia,Chordata,Reptilia,Testudines,Podocnemididae,Podocnemis,unifilis,Yellow-spotted river turtle,,,60.0,,24.0,,,,,4500.0,,,unknown,large,low,,,,,
3375,3394,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Aldabrachelys,gigantea,Aldabra tortoise,,,,,,,,,,,,152.0,captivity,large,acceptable,,,,,
3376,3395,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Astrochelys,radiata,Radiated tortoise,,,,,,,,,,,,32.8,captivity,large,questionable,,,,,
3377,3396,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Centrochelys,sulcata,African spurred tortoise,,,,,,,,,,43000.0,,54.3,captivity,large,acceptable,,,,,
3378,3397,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Chelonoidis,carbonaria,Red-footed tortoise,,,,,,,,,,,,49.0,captivity,large,acceptable,,,,,
3379,3398,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Chelonoidis,denticulata,Yellow-footed tortoise,,,,,,,,,,,,35.2,captivity,large,acceptable,,,,,
3380,3399,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Chelonoidis,nigra,Galapagos tortoise,,,,,,,,,,,,177.0,captivity,medium,acceptable,,,,,
3381,3400,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Geochelone,elegans,Indian star tortoise,,,,,,,,,,,,24.3,captivity,large,acceptable,,,,,
3382,3401,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Gopherus,agassizii,Desert tortoise,5500.0,5500.0,118.0,,8.0,,,,,,,62.8,captivity,medium,acceptable,,,,,
3383,3402,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Gopherus,berlandieri,Berlandier's tortoise,,,,,,,,,,,,30.7,captivity,medium,acceptable,,,,,
3384,3403,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Gopherus,polyphemus,Gopher tortoise,3650.0,3650.0,90.0,,8.0,,,,,5500.0,,,unknown,medium,low,,,0.579,5500.0,300.0
3385,3404,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Homopus,areolatus,Parrot-beaked tortoise,,,,,,,,,,,,28.6,captivity,small,acceptable,,,,,
3386,3405,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Indotestudo,elongata,Elongated tortoise,,,,,,,,,,,,,unknown,medium,low,,,,,
3387,3406,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Indotestudo,forstenii,Travancore tortoise,,,,,,,,,,,,32.9,captivity,medium,acceptable,,,,,
3388,3407,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Kinixys,belliana,Hingeback tortoise,,,,,,,,,,,,26.5,captivity,medium,acceptable,,,,,
3389,3408,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Kinixys,erosa,Serrated forest hingeback tortoise,,,,,,,,,,,,24.8,captivity,small,acceptable,,,,,
3390,3409,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Malacochersus,tornieri,Pancake tortoise,,,,,,,,,,,,25.9,captivity,large,acceptable,,,,,
3391,3410,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Manouria,emys,East Indian upland tortoise,,,,,,,,,,,,19.9,captivity,medium,acceptable,,,,,
3392,3411,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Stigmochelys,pardalis,Leopard tortoise,,,,,,,,,,,,30.0,captivity,large,acceptable,,,,,
3393,3412,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Testudo,graeca,Mediterranean spur-thighed tortoise,4560.0,4560.0,,,,,,,,,,127.0,captivity,large,acceptable,,,,,
3394,3413,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Testudo,hermanni,Hermann's tortoise,4560.0,4560.0,,,,,,,,,,,unknown,large,low,,,,,
3395,3414,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Testudo,kleinmanni,Egyptian tortoise,,,,,,,,,,,,21.0,captivity,large,acceptable,,,,,
3396,3415,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Testudo,marginata,Marginated tortoise,,,,,,,,,,,,21.2,captivity,medium,acceptable,,,,,
3397,3416,Animalia,Chordata,Reptilia,Testudines,Trionychidae,Apalone,ferox,Florida softshell turtle,,,,,,,,,,,,26.2,captivity,medium,acceptable,,,,,
3398,3417,Animalia,Chordata,Reptilia,Testudines,Trionychidae,Apalone,mutica,Smooth softshell turtle,3285.0,1460.0,,,,,,,,,,,unknown,tiny,low,,,,,
3399,3418,Animalia,Chordata,Reptilia,Testudines,Trionychidae,Apalone,spinifera,Spiny softshell turtle,3285.0,3285.0,,,,,,,,,,25.2,captivity,medium,acceptable,,,,,
3400,3419,Animalia,Chordata,Reptilia,Testudines,Trionychidae,Lissemys,punctata,Indian flapshell turtle,,,,,,,,,,,,17.8,captivity,medium,acceptable,,,,,
3401,3420,Animalia,Chordata,Reptilia,Testudines,Trionychidae,Palea,steindachneri,Wattle-necked softshell turtle,,,,,,,,,,,,41.0,captivity,small,acceptable,,,,,
3402,3421,Animalia,Chordata,Reptilia,Testudines,Trionychidae,Trionyx,triunguis,African softshell turtle,,,,,,,,,,,,50.6,captivity,small,acceptable,,,,,
3403,3422,Animalia,Chordata,Teleostei,Anguilliformes,Anguillidae,Anguilla,anguilla,European eel,4562.0,4015.0,,,,,,,,3629.45,,88.0,captivity,small,acceptable,,,,,
3404,3423,Animalia,Chordata,Teleostei,Anguilliformes,Anguillidae,Anguilla,australis,Shortfin eel,,,,,,,,,,4100.0,,32.0,wild,medium,acceptable,,,,,
3405,3424,Animalia,Chordata,Teleostei,Anguilliformes,Anguillidae,Anguilla,bicolor,Indonesian shortfin eel,,,,,,,,,,,,20.0,wild,medium,acceptable,,,,,
3406,3425,Animalia,Chordata,Teleostei,Anguilliformes,Anguillidae,Anguilla,dieffenbachii,New Zealand longfin eel,,,,,,,,,,13000.0,,60.0,wild,medium,acceptable,,,,,
3407,3426,Animalia,Chordata,Teleostei,Anguilliformes,Anguillidae,Anguilla,marmorata,Marbled eel,,,,,,,,,,11275.0,,40.0,wild,medium,acceptable,,,,,
3408,3427,Animalia,Chordata,Teleostei,Anguilliformes,Anguillidae,Anguilla,mossambica,African longfin eel,,,,,,,,,,412.5,,20.0,wild,medium,acceptable,,,,,
3409,3428,Animalia,Chordata,Teleostei,Anguilliformes,Anguillidae,Anguilla,nebulosa,Long-finned eel,,,,,,,,,,11000.0,,15.0,wild,medium,acceptable,,,,,
3410,3429,Animalia,Chordata,Teleostei,Anguilliformes,Anguillidae,Anguilla,reinhardtii,Speckled longfin eel,7300.0,3650.0,,,,,,,,8965.0,,41.0,wild,medium,acceptable,,,,,
3411,3430,Animalia,Chordata,Teleostei,Anguilliformes,Anguillidae,Anguilla,rostrata,American eel,1642.0,1642.0,,,,,,,,4031.5,,50.0,captivity,small,acceptable,,,,,
3412,3431,Animalia,Chordata,Teleostei,Atheriniformes,Atherinidae,Atherina,presbyter,Sand smelt,,,,,,,,,,,,4.0,wild,medium,acceptable,,,,,
3413,3432,Animalia,Chordata,Teleostei,Atheriniformes,Atherinopsidae,Atherinops,affinis,Topsmelt,,,,,,,,,,,,9.0,wild,medium,acceptable,,,,,
3414,3433,Animalia,Chordata,Teleostei,Atheriniformes,Atherinopsidae,Atherinopsis,californiensis,Jacksmelt,,,,,,,,,,,,11.0,wild,medium,acceptable,,,,,
3415,3434,Animalia,Chordata,Teleostei,Atheriniformes,Atherinopsidae,Labidesthes,sicculus,Brook silverside,120.0,120.0,,,,,,,,,,2.0,wild,medium,acceptable,,,,,
3416,3435,Animalia,Chordata,Teleostei,Atheriniformes,Atherinopsidae,Leuresthes,tenuis,California grunion,,,,,,,,,,,,8.0,wild,medium,acceptable,,,,,
3417,3436,Animalia,Chordata,Teleostei,Atheriniformes,Atherinopsidae,Menidia,beryllina,Inland silverside,,,,,,,,,,,,2.0,wild,medium,acceptable,,,,,
3418,3437,Animalia,Chordata,Teleostei,Atheriniformes,Atherinopsidae,Menidia,extensa,Waccamaw silverside,,,,,,,,,,,,3.0,wild,medium,acceptable,,,,,
3419,3438,Animalia,Chordata,Teleostei,Atheriniformes,Atherinopsidae,Menidia,menidia,Atlantic silverside,,,,,,,,,,,,2.0,wild,medium,acceptable,,,,,
3420,3439,Animalia,Chordata,Teleostei,Aulopiformes,Synodontidae,Trachinocephalus,myops,Snakefish,730.0,730.0,,,,,,,,,,7.0,wild,medium,acceptable,,,,,
3421,3440,Animalia,Chordata,Teleostei,Beloniformes,Adrianichthyidae,Oryzias,latipes,Japanese medaka,,,10.0,,,,,,,,,5.0,captivity,medium,acceptable,,,,,
3422,3441,Animalia,Chordata,Teleostei,Beloniformes,Hemiramphidae,Hyporhamphus,melanochir,Dusky sea garfish,912.0,912.0,,,,,,,,330.0,,10.0,wild,medium,acceptable,,,,,
3423,3442,Animalia,Chordata,Teleostei,Beloniformes,Scomberesocidae,Cololabis,saira,Pacific saury,,,,,,,,,,,,2.0,wild,medium,acceptable,,,,,
3424,3443,Animalia,Chordata,Teleostei,Beryciformes,Berycidae,Beryx,splendens,Alfonsino,2153.0,2737.0,,,,,,,,,,23.0,wild,medium,acceptable,,,,,
3425,3444,Animalia,Chordata,Teleostei,Beryciformes,Trachichthyidae,Hoplostethus,atlanticus,Orange roughy,6448.0,7208.0,,,,,,,,3850.0,,149.0,wild,medium,acceptable,,,,,
3426,3445,Animalia,Chordata,Teleostei,Beryciformes,Trachichthyidae,Hoplostethus,mediterraneus,Mediterranean redfish,,,,,,,,,,,,,unknown,small,low,,,,,
3427,3446,Animalia,Chordata,Teleostei,Characiformes,Alestiidae,Brycinus,imberi,Spot-tail,,,,,,,,,,165.0,,5.0,wild,medium,acceptable,,,,,
